animeid,title,genres
16051,Ro-Kyu-Bu! SS,"Comedy, Ecchi, School, Sports"
16067,Nagi no Asukara,"Drama, Fantasy, Romance"
16099,Sword Art Online: Sword Art Offline,Comedy
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen"
16119,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,"Historical, Josei"
16123,Saki Zenkoku-hen,"Game, School, Slice of Life"
16131,Machine Robo: Butchigiri Battle Hackers,"Action, Mecha, Sci-Fi"
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"Adventure, Comedy, Fantasy, Shounen"
16149,Kick-Heart,"Sports, Comedy, Romance"
16157,Choujigen Game Neptune The Animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural"
16159,Mirai Kara Kita Shounen Super Jetter,"Action, Comedy, Super Power, Sci-Fi"
16163,Sore Ike! Anpanman: Kirakira Boshi no Namida,"Kids, Adventure, Comedy, Super Power"
16169,Choboraunyopomi Gekijou Ai Mai Mii,"Comedy, Slice of Life"
16183,Lupin Shanshei,"Parody, Comedy"
16199,Girls & Panzer: Shoukai Shimasu!,"Military, School"
16201,Aku no Hana,"Drama, Psychological, Romance, School"
16211,Bakumatsu Gijinden Roman,"Historical, Fantasy"
16233,Yowai Mushi,"Drama, Music"
16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
16241,"Yondemasu yo, Azazel-san. Z","Comedy, Demons, Supernatural"
16245,Seikimatsu Leader Gaiden Takeshi!,"Comedy, School, Shounen"
16247,Satsujin Kippu wa Heart-iro,"Mystery, Shoujo"
16251,Shinkai no Kantai: Submarine 707,"Action, Adventure, Military, Sci-Fi"
16253,"Umi Da! Funade Da! Nikoniko, Pun","Fantasy, Comedy"
16255,Meisou-Ou Border,"Adventure, Seinen"
16257,Efficus: Kono Omoi o Kimi ni...,Magic
16259,Inferious Wakusei Senshi Gaiden Condition Green,"Action, Sci-Fi"
16261,Arisa☆Good Luck,"Action, Comedy"
16263,Konchuu Tsurezuregusa,"Kids, Slice of Life"
16273,Acchi Kocchi (TV): Place=Princess,"Slice of Life, Comedy, Romance, School, Seinen"
16287,One Piece: Romance Dawn,"Action, Comedy, Super Power, Fantasy, Shounen"
16303,Chikkun Takkun,"Comedy, Sci-Fi"
16317,Ishida to Asakura,"Comedy, School, Seinen"
16319,Asako Get You!!,"Comedy, Romance, School, Seinen, Slice of Life"
16331,Next A-Class,"Action, Cars, Sci-Fi"
16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,"Action, Mecha, Military, Sci-Fi"
16345,Ninkuu: Knife no Bohyou,"Action, Adventure, Comedy, Martial Arts, Shounen"
16347,Usavich V,Comedy
16353,Love Lab,"Comedy, Romance, School"
16355,Dansai Bunri no Crime Edge,"Action, Romance, Fantasy, Seinen"
16363,Vanquished Queens,"Action, Adventure, Ecchi, Fantasy"
16371,Peeping Life: The Perfect Emotion,"Slice of Life, Comedy"
16373,Peeping Life: The Perfect Evolution,"Slice of Life, Comedy"
16377,Peeping Life: The Perfect Extension,"Slice of Life, Comedy"
16381,Santa Company,Fantasy
16385,Dog Days&#039;&#039;,"Action, Adventure, Fantasy, Magic"
16389,Komachi to Dangorou,"Sci-Fi, Adventure, Comedy, Kids"
16393,Norakuro-kun,"Comedy, Mystery"
16395,SKET Dance OVA,"Comedy, School, Shounen"
16397,Photokano,"Ecchi, Romance, School"
16399,Jeonja Ingan 337,"Action, Sci-Fi, Super Power"
16405,"Boku no Imouto wa ""Osaka Okan""",Comedy
16415,Soosee no Aquarion: Dai 27-wa Parallel-ban,"Comedy, Mecha"
16417,Tamako Market,"Slice of Life, Comedy"
16419,Dokidoki! Precure,"Action, Fantasy, Magic, Shoujo"
16434,Penguin&#039;s Memory: Shiawase Monogatari,"Drama, Military, Seinen"
16436,Tenshi no Drop,"Comedy, Ecchi, Shounen"
16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,"Action, Kids, Magic, Shoujo"
16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,"Fantasy, Supernatural"
16454,Surf Side High-School,"Comedy, Ecchi, School"
16458,Perrine Monogatari Movie,"Drama, Historical, Shoujo, Slice of Life"
16460,Perrine Monogatari Specials,"Drama, Historical, Kids, Shoujo, Slice of Life"
16468,One Piece: Glorious Island,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
16480,Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,"Adventure, Comedy, Fantasy"
16482,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,"Adventure, Comedy, Fantasy, Kids, Slice of Life"
16486,Shin Kyojin no Hoshi II,Sports
16490,Robot Taekwon V wa Hwanggeum Nalgae,Mecha
16498,Shingeki no Kyojin,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
16506,San Ge Heshang,Music
16508,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,"Comedy, Ecchi, Parody, School, Shounen"
16510,Shin Shounan Bakusouzoku Arakure Knight,Adventure
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural"
16514,Batsu & Terry,"Comedy, Drama, School, Shounen, Sports"
16518,Arata Kangatari,"Adventure, Fantasy, Shounen"
16524,Suisei no Gargantia,"Action, Sci-Fi, Adventure, Mecha"
16526,Ranpou,"Parody, Comedy, School"
16528,Hal,"Sci-Fi, Drama, Romance, Shoujo"
16530,Ojamanga Yamada-kun,"Comedy, Slice of Life"
16552,Heong-geuli Beseuteu 5,Sports
16554,Dallyeola Majing-ga-X,"Mecha, Sci-Fi"
16556,Hong Kil-dong,"Adventure, Fantasy, Historical"
16558,Cheol-in 007,"Action, Mecha, Sci-Fi"
16560,Hwanggeum Nalgae 1.2.3.,"Action, Mecha, Sci-Fi"
16562,Robot Taekwon V: Wooju Jakjeon,"Action, Mecha, Sci-Fi"
16564,84 Taekwon V,"Action, Mecha, Sci-Fi"
16566,Robot Taekwon V 3tan! Sujung Teukgongdae,"Action, Mecha, Sci-Fi"
16568,Syupeo Taegwon V,"Action, Mecha, Sci-Fi"
16570,Agigongryong Doolie (Movie),Kids
16572,Dokgotak: Taeyang-eul Hyanghae Deonjyeola,Sports
16574,Yu☆Gi☆Oh! Zexal Special,"Action, Fantasy, Game, Shounen"
16576,Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special,"Action, Fantasy, Game, Shounen"
16586,Michitekuru Toki no Mukou ni,"Adventure, Fantasy, Romance"
16590,Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi, Shounen"
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Mystery, Psychological, School"
16602,Dead Girl Trailer,"Horror, Parody, Supernatural, Thriller"
16604,Pinky,"Comedy, Horror"
16606,C.L.A.Y.,Horror
16608,Shitcom,"Comedy, Romance"
16610,No Littering,"Comedy, Horror"
16614,Busou Shinki OVA,"Action, Sci-Fi"
16620,Robot King,"Action, Mecha"
16636,Kotoura-san: Haruka no Heya,"Comedy, School"
16646,Hanamaru Youchien: Panda Neko Taisou,"Comedy, Kids, Music"
16648,Youchien Senshi: Hanamaru Girls,"Action, Comedy, Kids"
16650,Pro Golfer Saru (TV),"Sports, Kids"
16656,Zettai Junpaku♡Mahou Shoujo,"Action, Ecchi, Harem, Magic"
16662,Kaze Tachinu,"Drama, Historical, Romance"
16664,Kaguya-hime no Monogatari,"Fantasy, Historical"
16668,Kakumeiki Valvrave,"Action, Military, Space, Mecha"
16678,Pokemon: Pikachu to Eievui Friends,"Adventure, Comedy, Fantasy, Kids"
16680,Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,"Action, Adventure, Comedy, Fantasy, Kids"
16690,My Life,"Slice of Life, Drama"
16692,Jigoku Youchien,"Demons, Kids, School"
16694,Sankarea: Wagahai mo... Zombie de Aru...,"Comedy, Horror, Supernatural, Romance, Ecchi, Shounen"
16696,2020 Nyeon Ujuui Wonder Kiddy,"Sci-Fi, Space"
16700,Higurashi no Naku Koro ni Kaku: Outbreak,"Horror, Mystery, Psychological, Thriller"
16702,Doraemon: Nobita to Mirai Note,"Kids, Adventure, Fantasy, Sci-Fi, Shounen"
16706,Kami nomi zo Shiru Sekai: Megami-hen,"Harem, Comedy, Supernatural, Romance, Shounen"
16718,SKET Dance: SD Character Flash Anime,"Comedy, School, Shounen"
16726,gdgd Fairies 2,"Comedy, Fantasy"
16728,Tatakae!! Ramenman (Movie),"Action, Adventure, Martial Arts, Shounen"
16730,Ojamanga Yamada-kun (Movie),"Slice of Life, Comedy"
16732,Kiniro Mosaic,"Slice of Life, Comedy, School, Seinen"
16738,Wooser no Sono Higurashi: Ken to Pants to Wooser to,"Slice of Life, Comedy, Fantasy"
16740,Hanamaru Youchien Special Preview,"Comedy, School"
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Slice of Life, Comedy, School, Shounen"
16746,Goesu Daejeonjaeng,"Action, Supernatural, Shounen"
16748,"Fly, Space Battleship Geobukseon","Action, Sci-Fi, Shounen, Space"
16752,Haedori Daemoheom,"Adventure, Drama, Military"
16754,Taegeugsonyeon Huin Dogsuli,"Action, Adventure, Super Power, Shounen"
16756,Kuiba: Zhi Shiwanhuoji,"Action, Kids, Adventure, Fantasy"
16762,Mirai Nikki: Redial,"Action, Psychological, Supernatural, Shounen"
16774,Inferno Cop,"Action, Police"
16776,Hurdle,Drama
16778,Gold Pencil And Alien Boy,"Kids, Adventure, Space"
16780,Gongnyong Baengmannyeon Ttori,"Action, Adventure, Shounen"
16782,Kotonoha no Niwa,"Slice of Life, Psychological, Drama, Romance"
16784,Marin X,"Action, Adventure, Mecha, Sci-Fi, Shounen"
16786,Bulsajo Robot Phoenix King,"Action, Space, Mecha, Shounen"
16788,Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,"Action, Adventure, Mecha"
16790,Super Samchongsa,"Action, Space, Mecha, Shounen"
16794,Computer Haekjeonham Pokpa Daejakjeon,"Action, Sci-Fi, Shounen"
16796,Mujeokcheorin Rambot,"Action, Mecha, Shounen, Space"
16798,Ttori wa Zeta Robot,"Action, Adventure, Kids, Mecha"
16800,Miraesonyeon Kunta Beomyuda 5000 Nyeon,"Action, Adventure, Mecha, Shounen"
16802,Golden Batman,"Action, Kids"
16804,Solar I.II.III,"Action, Mecha, Shounen"
16806,Super Titans 15,"Action, Mecha, Shounen"
16808,Hwanggeum Cheolin,"Action, Kids, Adventure, Super Power, Demons"
16810,Narara Wondeogongju,"Action, Adventure, Sci-Fi, Space, Super Power"
16812,77Danui Bimil,"Action, Drama"
16814,Son O-gong gwa Byeoldeul-ui Jeonjaeng,"Action, Adventure, Space"
16816,David gwa Goliath,"Adventure, Historical, Kids"
16818,Eunhahamdae Jiguho,"Action, Kids, Adventure, Space, Sci-Fi"
16820,Lightning Atom,"Action, Kids, Super Power"
16822,Uju Heukgisa,"Action, Sci-Fi, Space"
16824,Hwang-geum-ui Pal,"Sports, Shounen"
16828,Hokseong Robot Sseondeo A,"Action, Mecha, Shounen"
16830,Uju Jeonsa Hong Gildong,"Action, Kids, Adventure, Space, Sci-Fi"
16832,Video Ranger 007,"Action, Adventure, Mecha"
16834,Mecha Robot Corps 3,"Action, Adventure, Mecha, Shounen"
16838,Gaegujang-i Cheonsadeul,"Kids, Adventure"
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo"
16868,Sukitte Ii na yo.: Dareka ga,"Romance, School, Shoujo"
16870,The Last: Naruto the Movie,"Action, Super Power, Romance, Martial Arts, Shounen"
16890,Makai Ouji: Devils and Realist,"Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei"
16894,Kuroko no Basket 2nd Season,"Comedy, Sports, School, Shounen"
16904,K: Missing Kings,"Action, Super Power, Supernatural"
16906,Line Offline: Salaryman,Comedy
16908,Ganbare! Oden-kun,Comedy
16910,Namiuchigiwa no Muromi-san,"Comedy, Fantasy, Slice of Life"
16912,gdgd Fairies 2 Episode 0,"Comedy, Fantasy"
16916,Kuroko no Basket: Tip Off,"Sports, Comedy, School, Shounen"
16918,Gin no Saji,"Comedy, School, Shounen, Slice of Life"
16928,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,"Comedy, Fantasy, Shoujo"
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"Slice of Life, Comedy, Drama, Romance, School"
16936,"Boku no Imouto wa ""Osaka Okan"": Haishin Gentei Osaka Okan.",Comedy
16954,Milky Passion: Dougenzaka - Ai no Shiro,"Romance, Josei"
16964,Inazuma Eleven Go: TCG CM NG-shuu,Comedy
16970,Nyuuin Bokki Monogatari: Odaijini!,"Comedy, Ecchi, Seinen"
16982,Hayate no Gotoku! Cuties,"Comedy, Harem, Parody, Romance, Shounen"
16988,Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,"Comedy, Fantasy, Kids"
16994,Mandalaya no Ryouta: Kukidani Onsen Enshou Soudou Tan,"Ecchi, Comedy, Seinen"
17002,Choujuu Kishin Dancougar: Juusenki-tai Songs,"Action, Sci-Fi, Mecha"
17004,Sore Ike! Anpanman: Franken-Robo-kun&#039;s Surprised Christmas,"Comedy, Fantasy, Kids, Super Power"
17006,Sore Ike! Anpanman: Sing! Dance! Everybody&#039;s Christmas,"Comedy, Fantasy, Kids, Super Power"
17010,Yasashii March: The Tender March,Music
17020,D.C.III: Da Capo III Special,"Romance, Music, School, Drama"
17048,Choujin Locke Special,"Action, Sci-Fi, Super Power"
17068,Transfer,"Action, Music"
17074,Monogatari Series: Second Season,"Mystery, Comedy, Supernatural, Romance, Vampire"
17076,Chagama Ondo,"Comedy, Supernatural"
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,"Action, Drama, Mecha, Military, Sci-Fi"
17082,Aiura,"Comedy, School, Shounen, Slice of Life"
17086,Agigongryong Doolie (1988),Kids
17088,Agigongryong Doolie,"Adventure, Kids"
17090,Agigongryong Doolie (2009),"Adventure, Kids"
17092,Dallyeola Hani,Sports
17100,Nae Ireumeun Dokgotak,Sports
17102,Lolling Seutajeu,"Kids, Sports"
17104,Lolling Seutajeu (Movie),"Kids, Sports"
17106,Wala! Pyeon-uijeom The Animation,Slice of Life
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,"Adventure, Comedy, Seinen"
17115,Pokemon Best Wishes! Season 2: Episode N,"Action, Adventure, Comedy, Kids, Fantasy"
17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,"Drama, Historical, Military"
17121,Dareka no Manazashi,"Drama, Slice of Life"
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,"Comedy, Mecha"
17131,Dennou Sentai Voogie&#039;s★Angel: Forever and Ever,"Action, Mecha, Comedy, Sci-Fi, Drama"
17137,Saiyuuki Gaiden: Kouga no Shou,"Adventure, Drama, Fantasy"
17141,Kara The Animation,Action
17147,Gakkatsu! 2nd Season,"Comedy, School"
17151,Mogu Mogu,Music
17157,Nozoki Ana,"Comedy, Drama, Ecchi"
17159,Peeping Life Specials,"Comedy, Slice of Life"
17161,Peeping Life: The Perfect Emotion Special,"Slice of Life, Comedy"
17163,Peeping Life: The Perfect Evolution Specials,"Slice of Life, Comedy"
17165,SF Saiyuuki Starzinger (Movie),"Adventure, Mecha, Sci-Fi, Shounen"
17167,Akai Koudan Zillion Specials,"Sci-Fi, Adventure"
17187,Ghost in the Shell: Arise - Border:1 Ghost Pain,"Mecha, Police, Psychological, Sci-Fi"
17201,Toki no Daichi: Hana no Oukoku no Majo,"Adventure, Fantasy"
17205,Cowboy Bebop: Ein no Natsuyasumi,Adventure
17209,Suzy&#039;s Zoo: Daisuki! Witzy - Happy Birthday,Kids
17211,Shouwa Ahozoushi Akanuke Ichiban!,"Comedy, Shoujo"
17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,"Comedy, Kids"
17215,Sore Ike! Anpanman: Happy no Daibouken,"Comedy, Kids"
17217,Kankara Sanshin,"Drama, Historical"
17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Kids, Fantasy, Comedy"
17221,Shin Kabukichou Story Hana no Asukagumi!,"Adventure, Drama, Shoujo"
17223,Hana no Asukagumi! 2: Lonely Cats Battle Royale,"Adventure, Drama, Shoujo"
17233,The House,"Kids, Fantasy, Drama"
17237,Peeping Life: World History,"Slice of Life, Comedy, Historical"
17245,Christmas,"Music, Supernatural"
17247,Machine-Doll wa Kizutsukanai,"Action, Ecchi, Fantasy, School"
17249,Pretty Rhythm: Rainbow Live,"Slice of Life, Sports, Music, Shoujo"
17259,Kuroko no Basket: Oshaberi Shiyokka,"Comedy, School, Sports, Shounen"
17263,Hanakappa Movie: Hana-sake! Pakkaan Chou no Kuni no Daibouken,"Comedy, Kids"
17265,Log Horizon,"Action, Game, Adventure, Magic, Fantasy"
17267,Futari wa Milky Holmes,"Comedy, Mystery, Super Power"
17269,Captain Herlock,"Action, Sci-Fi, Space, Drama"
17273,Hetalia: The Beautiful World Specials,"Comedy, Historical, Parody"
17277,Code Geass: Soubou no Oz Picture Drama,"Action, Drama, Mecha, Military, School, Supernatural"
17291,Jinzou Konchuu Kabutoborg VxV,"Action, Comedy, Fantasy, Game, Shounen"
17293,Love Like Aliens,"Action, Music, Sci-Fi"
17295,Cosmic Break,"Game, Drama, Mecha"
17307,Dr. Typhoon,"Drama, Seinen, Sports"
17313,Pro Golfer Saru,"Kids, Sports"
17315,Shin Pro Golfer Saru,"Kids, Sports"
17317,Pro Golfer Saru: Super Golf World e no Chousen!!,"Kids, Sports"
17321,Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!,"Kids, Sports"
17325,Ajin Senshi,"Fantasy, Sci-Fi"
17339,Kentauros no Densetsu,"Action, Drama"
17341,Yama no Susume: Kabe tte Kowakunai no?,"Comedy, Slice of Life"
17345,Senran Kagura Specials,Ecchi
17351,Mangirl!: Asobu Henshuu Girl,"Comedy, Slice of Life"
17353,Tenpou Suikoden Neo,Historical
17357,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,"Fantasy, Kids, Magic, Shoujo"
17359,Peeping Life: The Perfect Explosion,"Comedy, Slice of Life"
17379,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,"Action, Martial Arts, Historical, Shounen"
17387,Imokawa Mukuzo: Genkanban no Maki,Comedy
17389,Kingdom 2nd Season,"Action, Military, Historical, Seinen"
17391,Senyuu. Specials,"Action, Comedy, Fantasy, Shounen"
17395,Ark IX,Action
17397,Cyclops Shoujo Saipuu,"Ecchi, Comedy, School, Slice of Life"
17403,Kaitou Lupin: 813 no Nazo,Mystery
17405,Hino Hideshi Toukaidou Yotsuya Kaidan,Horror
17409,Sukitte Ii na yo.: Mei and Marshmallow,"Romance, School, Shoujo"
17419,Dog Days&#039; Specials,"Action, Adventure, Fantasy, Magic"
17423,Pink Lady Monogatari: Eikou no Tenshi-tachi,"Music, Slice of Life, Drama"
17427,Sabaku no Takara no Shiro,Drama
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"Music, Comedy, Drama"
17439,Kyojin no Hoshi (Movie),"Drama, Sports"
17441,Kyojin no Hoshi: Chizome no Kesshousen,"Drama, Sports"
17443,Kyojin no Hoshi: Ike Ike Hyuuma,"Drama, Sports"
17445,Kyojin no Hoshi: Dai League Ball,"Drama, Sports"
17447,Kyojin no Hoshi: Shukumei no Taiketsu,"Drama, Sports"
17457,Chingou Muchabee,"Adventure, Comedy"
17467,Otoko Ippiki Gaki Daishou,"Action, Drama, Shounen"
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,Game
17471,Yanase Takashi Märchen Gekijou,Kids
17473,Jungle Wars,"Adventure, Kids"
17479,Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,Kids
17481,Hello Kitty no Oyayubi-hime (OVA),"Fantasy, Kids"
17483,Kiki to Lala no Hansel to Gretel,"Kids, Fantasy"
17485,Kiki to Lala no Ohimesama ni Naritai,Kids
17487,Tantei Shounen Kageman,"Comedy, Mystery"
17489,Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki,"Adventure, Comedy, Kids"
17493,Ashita Genki ni Nare!: Hanbun no Satsumaimo,Drama
17497,Jewelpet Happiness,"Fantasy, Magic, Shoujo"
17501,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,"Ecchi, Drama"
17505,Mushibugyou,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen"
17513,Diabolik Lovers,"Harem, School, Shoujo, Vampire"
17521,Ookami Shounen Ken,"Adventure, Kids"
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"Fantasy, Magic, Shounen"
17549,Non Non Biyori,"Comedy, School, Seinen, Slice of Life"
17551,Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Fantasy, Comedy, Supernatural"
17563,Koutetsu no Vendetta Episode 0,"Action, Mecha, Military, Sci-Fi"
17573,Planetarium Uchuu Kyoudai: Itten no Hikari,"Comedy, Sci-Fi, Slice of Life, Seinen"
17585,Myself ; Yourself Specials,"Drama, Romance, School"
17599,Konpora Kid,"Comedy, Kids, Sci-Fi"
17601,Non-tan to Issho,Kids
17603,Mr. Pen Pen,"Comedy, Kids, Shoujo"
17605,Mr. Pen Pen II,"Comedy, Kids, Shoujo"
17613,Poka Poka Mori no Rascal,Kids
17615,Kyoufu Shinbun,"Horror, Shounen"
17619,Souya Monogatari,"Adventure, Drama, Historical"
17621,Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,"Action, Sci-Fi, Space, Super Power, Shounen"
17623,Futago no Monchhichi,"Comedy, Kids"
17624,Omakase Scrappers,"Adventure, Comedy, Sci-Fi"
17635,Koitabi: True Tours Nanto,Romance
17637,Miyakawa-ke no Kuufuku,Slice of Life
17641,Date A Live: Date to Date,"Sci-Fi, Harem, Comedy, Romance, School"
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"Slice of Life, Comedy, School"
17649,Udauda Yatteru Hima wa Nee!,"Action, Comedy, School, Shounen"
17651,Genei wo Kakeru Taiyou,Magic
17655,Mobile Suit Gundam AGE: Memory of Eden,"Action, Mecha, Military, Sci-Fi, Drama"
17657,Chibi Neko Tomu no Daibouken: Chikyuu wo Sukue! Nakama-tachi,"Adventure, Kids"
17659,Gunnm 3D Special,"Action, Sci-Fi, Sports"
17665,Dohyou no Oni-tachi,"Drama, Historical, Sports"
17667,Harisu no Kaze,"Comedy, School"
17669,Kunimatsu-sama no Otoridai,"Comedy, School, Sports"
17671,Animal 1,Sports
17673,Kyubi no Kitsune to Tobimaru (Sesshoseki),"Demons, Fantasy"
17675,Otogi no Sekai Ryokou,Adventure
17677,Buki yo Saraba,"Action, Drama, Sci-Fi"
17679,Gambo,"Demons, Historical"
17681,Zettai Bouei Leviathan,"Fantasy, Magic, Comedy"
17687,Bemubemu Hunter Kotengu Tenmaru,"Adventure, Fantasy"
17689,Chironup no Kitsune,Drama
17693,Erementar Gerad: Aozora no Senki,Music
17697,Neon The Animation,"Slice of Life, Comedy, Historical, Police, Mecha"
17699,Toriko Movie: Bishokushin no Special Menu,"Action, Adventure, Fantasy, Shounen"
17703,Danchi Tomoo,"Comedy, Seinen"
17705,DD Hokuto no Ken (2013),"Parody, Seinen"
17707,Glass no Kamen Desu ga,"Comedy, Parody"
17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,"Action, Mecha, Military"
17719,Mahoutsukai Sally (Movie),"Comedy, Magic, Shoujo"
17721,Rennyo Monogatari,"Drama, Historical"
17725,Magical☆Star Kanon 100%,"Magic, Music, Shounen"
17727,Haitai Nanafa 2nd Season,"Comedy, Supernatural"
17729,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School"
17731,Ketsuekigata-kun!,Comedy
17733,Dibetagurashi: Ahiru no Seikatsu,"Comedy, Slice of Life"
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Slice of Life, Comedy, School, Seinen"
